,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X39,X40,X41,X42,X44,X45,X46,X48,X49,X50,X51,X52,X53,X54,X55,X59,X66,X67,X70,X72,X73,X79,X90,X99,X110,X119,X127,X132,X137,X156,X164,X180,X183,X200,X202,X214,X217,X258,X326,X369,X820,X1178,X1883,X1968,X2039,X3218,X3381,X3395,X3451,X3586,X3618,X3690,X4006,X4165,X5517,X6115,X6682,X7904,X8268,X8335,X8401,X8424,X8487,X8488,X8493,X8496,X8564,X8678,X8699,X8734,X8800,X8806,X8809,X8900,X8935,X8960,X9000,X9117,X9313,X10775
573.13817,Cl161,Cl158,Cl156,Cl155,Cl155,Cl150,Cl150,Cl146,Cl146,Cl144,Cl143,Cl142,Cl139,Cl137,Cl130,Cl127,Cl57,Cl55,Cl55,Cl54,Cl54,Cl53,Cl52,Cl51,Cl51,Cl51,Cl50,Cl48,Cl46,Cl44,Cl32,Cl32,Cl32,Cl31,Cl29,Cl29,Cl28,Cl27,Cl26,Cl26,Cl25,Cl23,Cl23,Cl22,Cl22,Cl22,Cl21,Cl21,Cl20,Cl20,Cl18,Cl18,Cl18,Cl18,Cl18,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl5,Cl5,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13818,Cl162,Cl159,Cl157,Cl156,Cl156,Cl151,Cl151,Cl147,Cl147,Cl145,Cl144,Cl143,Cl140,Cl138,Cl131,Cl128,Cl126,Cl123,Cl122,Cl118,Cl117,Cl115,Cl111,Cl108,Cl107,Cl107,Cl104,Cl102,Cl99,Cl95,Cl93,Cl91,Cl90,Cl73,Cl70,Cl68,Cl66,Cl64,Cl62,Cl60,Cl57,Cl55,Cl55,Cl54,Cl54,Cl53,Cl52,Cl51,Cl50,Cl49,Cl46,Cl46,Cl45,Cl44,Cl44,Cl43,Cl42,Cl40,Cl38,Cl38,Cl37,Cl37,Cl37,Cl37,Cl37,Cl37,Cl36,Cl36,Cl35,Cl35,Cl34,Cl34,Cl33,Cl32,Cl31,Cl31,Cl30,Cl30,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13819,Cl163,Cl160,Cl158,Cl157,Cl157,Cl152,Cl152,Cl148,Cl148,Cl146,Cl145,Cl144,Cl141,Cl139,Cl132,Cl129,Cl25,Cl23,Cl23,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl22,Cl21,Cl21,Cl21,Cl21,Cl20,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13820,Cl164,Cl161,Cl159,Cl158,Cl158,Cl153,Cl105,Cl103,Cl103,Cl102,Cl102,Cl101,Cl73,Cl73,Cl71,Cl70,Cl69,Cl67,Cl66,Cl64,Cl64,Cl63,Cl62,Cl60,Cl60,Cl60,Cl59,Cl57,Cl55,Cl53,Cl52,Cl51,Cl51,Cl49,Cl47,Cl47,Cl46,Cl45,Cl44,Cl44,Cl43,Cl41,Cl41,Cl40,Cl40,Cl39,Cl38,Cl37,Cl36,Cl35,Cl32,Cl32,Cl31,Cl30,Cl30,Cl29,Cl29,Cl29,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl27,Cl26,Cl26,Cl26,Cl26,Cl16,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13821,Cl165,Cl162,Cl160,Cl159,Cl159,Cl154,Cl153,Cl149,Cl149,Cl147,Cl146,Cl145,Cl142,Cl140,Cl133,Cl130,Cl127,Cl124,Cl123,Cl119,Cl118,Cl116,Cl112,Cl109,Cl108,Cl108,Cl105,Cl103,Cl100,Cl96,Cl94,Cl92,Cl91,Cl88,Cl84,Cl82,Cl80,Cl78,Cl76,Cl74,Cl71,Cl68,Cl68,Cl67,Cl67,Cl65,Cl64,Cl63,Cl62,Cl61,Cl58,Cl58,Cl57,Cl55,Cl55,Cl54,Cl53,Cl51,Cl49,Cl49,Cl48,Cl47,Cl47,Cl46,Cl45,Cl45,Cl44,Cl43,Cl42,Cl42,Cl41,Cl40,Cl39,Cl38,Cl37,Cl37,Cl36,Cl35,Cl34,Cl33,Cl32,Cl31,Cl30,Cl29,Cl29,Cl28,Cl27,Cl22,Cl21,Cl20,Cl19,Cl18,Cl17,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl10,Cl10,Cl9,Cl8,Cl7,Cl6,Cl5,Cl5,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13822,Cl166,Cl163,Cl161,Cl160,Cl160,Cl155,Cl154,Cl150,Cl150,Cl148,Cl147,Cl146,Cl143,Cl141,Cl134,Cl131,Cl128,Cl125,Cl124,Cl120,Cl119,Cl117,Cl113,Cl110,Cl109,Cl109,Cl106,Cl104,Cl101,Cl97,Cl95,Cl93,Cl92,Cl89,Cl85,Cl83,Cl81,Cl79,Cl77,Cl75,Cl72,Cl69,Cl69,Cl68,Cl68,Cl66,Cl65,Cl64,Cl63,Cl62,Cl59,Cl59,Cl58,Cl56,Cl56,Cl55,Cl54,Cl52,Cl50,Cl50,Cl49,Cl48,Cl48,Cl47,Cl46,Cl46,Cl45,Cl44,Cl43,Cl26,Cl26,Cl26,Cl16,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13823,Cl167,Cl164,Cl162,Cl161,Cl161,Cl156,Cl155,Cl151,Cl151,Cl149,Cl148,Cl147,Cl144,Cl142,Cl135,Cl132,Cl129,Cl126,Cl125,Cl121,Cl120,Cl118,Cl114,Cl111,Cl110,Cl110,Cl107,Cl105,Cl102,Cl98,Cl96,Cl94,Cl93,Cl90,Cl86,Cl84,Cl82,Cl80,Cl78,Cl76,Cl73,Cl70,Cl70,Cl69,Cl69,Cl67,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl8,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13824,Cl168,Cl165,Cl163,Cl162,Cl162,Cl157,Cl156,Cl152,Cl152,Cl150,Cl149,Cl148,Cl145,Cl143,Cl136,Cl133,Cl130,Cl127,Cl126,Cl122,Cl121,Cl119,Cl115,Cl112,Cl111,Cl111,Cl108,Cl106,Cl103,Cl99,Cl97,Cl95,Cl94,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13825,Cl169,Cl166,Cl164,Cl163,Cl163,Cl158,Cl157,Cl153,Cl153,Cl151,Cl150,Cl149,Cl59,Cl59,Cl58,Cl58,Cl57,Cl55,Cl55,Cl54,Cl54,Cl53,Cl52,Cl51,Cl51,Cl51,Cl50,Cl48,Cl46,Cl44,Cl32,Cl32,Cl32,Cl31,Cl29,Cl29,Cl28,Cl27,Cl26,Cl26,Cl25,Cl23,Cl23,Cl22,Cl22,Cl22,Cl21,Cl21,Cl20,Cl20,Cl18,Cl18,Cl18,Cl18,Cl18,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl6,Cl5,Cl5,Cl3,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13826,Cl170,Cl167,Cl165,Cl164,Cl164,Cl159,Cl158,Cl154,Cl154,Cl152,Cl151,Cl150,Cl146,Cl144,Cl137,Cl134,Cl131,Cl128,Cl127,Cl123,Cl122,Cl120,Cl116,Cl113,Cl112,Cl112,Cl109,Cl107,Cl104,Cl100,Cl98,Cl96,Cl95,Cl91,Cl87,Cl85,Cl83,Cl81,Cl79,Cl77,Cl74,Cl71,Cl71,Cl70,Cl70,Cl68,Cl66,Cl65,Cl64,Cl63,Cl60,Cl60,Cl59,Cl57,Cl57,Cl56,Cl55,Cl53,Cl51,Cl51,Cl50,Cl49,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13827,Cl171,Cl168,Cl166,Cl165,Cl165,Cl160,Cl159,Cl155,Cl155,Cl153,Cl152,Cl151,Cl147,Cl145,Cl138,Cl135,Cl132,Cl129,Cl128,Cl124,Cl123,Cl121,Cl117,Cl114,Cl113,Cl113,Cl110,Cl108,Cl104,Cl100,Cl98,Cl96,Cl95,Cl91,Cl87,Cl85,Cl83,Cl81,Cl79,Cl77,Cl74,Cl71,Cl71,Cl70,Cl70,Cl68,Cl66,Cl65,Cl64,Cl63,Cl60,Cl60,Cl59,Cl57,Cl57,Cl56,Cl55,Cl53,Cl51,Cl51,Cl50,Cl49,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13828,Cl172,Cl169,Cl167,Cl166,Cl166,Cl161,Cl160,Cl156,Cl156,Cl154,Cl153,Cl151,Cl147,Cl145,Cl138,Cl135,Cl132,Cl129,Cl128,Cl124,Cl123,Cl121,Cl117,Cl114,Cl113,Cl113,Cl110,Cl108,Cl104,Cl100,Cl98,Cl96,Cl95,Cl91,Cl87,Cl85,Cl83,Cl81,Cl79,Cl77,Cl74,Cl71,Cl71,Cl70,Cl70,Cl68,Cl66,Cl65,Cl64,Cl63,Cl60,Cl60,Cl59,Cl57,Cl57,Cl56,Cl55,Cl53,Cl51,Cl51,Cl50,Cl49,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl23,Cl22,Cl21,Cl21,Cl21,Cl21,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13829,Cl173,Cl170,Cl168,Cl167,Cl167,Cl162,Cl161,Cl157,Cl157,Cl155,Cl154,Cl152,Cl148,Cl146,Cl139,Cl136,Cl133,Cl130,Cl129,Cl125,Cl124,Cl122,Cl34,Cl34,Cl34,Cl34,Cl34,Cl32,Cl30,Cl29,Cl29,Cl29,Cl29,Cl28,Cl26,Cl26,Cl25,Cl24,Cl23,Cl23,Cl22,Cl20,Cl20,Cl8,Cl8,Cl8,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13830,Cl174,Cl171,Cl169,Cl168,Cl168,Cl163,Cl162,Cl158,Cl158,Cl156,Cl155,Cl153,Cl149,Cl147,Cl140,Cl137,Cl134,Cl131,Cl130,Cl126,Cl125,Cl123,Cl118,Cl115,Cl114,Cl114,Cl111,Cl109,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13831,Cl175,Cl172,Cl170,Cl169,Cl169,Cl164,Cl163,Cl159,Cl159,Cl157,Cl156,Cl154,Cl49,Cl49,Cl48,Cl48,Cl47,Cl45,Cl45,Cl44,Cl44,Cl43,Cl42,Cl42,Cl42,Cl42,Cl41,Cl39,Cl37,Cl21,Cl21,Cl21,Cl21,Cl20,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13832,Cl176,Cl173,Cl171,Cl170,Cl170,Cl165,Cl164,Cl160,Cl160,Cl158,Cl157,Cl155,Cl150,Cl148,Cl141,Cl138,Cl135,Cl132,Cl131,Cl127,Cl126,Cl124,Cl119,Cl116,Cl115,Cl115,Cl112,Cl110,Cl105,Cl101,Cl99,Cl97,Cl96,Cl11,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13833,Cl177,Cl174,Cl172,Cl171,Cl171,Cl166,Cl165,Cl161,Cl161,Cl159,Cl158,Cl156,Cl151,Cl149,Cl142,Cl139,Cl136,Cl133,Cl132,Cl128,Cl127,Cl125,Cl120,Cl117,Cl116,Cl116,Cl113,Cl111,Cl106,Cl102,Cl100,Cl98,Cl97,Cl92,Cl88,Cl86,Cl84,Cl82,Cl80,Cl78,Cl75,Cl72,Cl72,Cl71,Cl71,Cl69,Cl67,Cl66,Cl65,Cl64,Cl61,Cl61,Cl60,Cl58,Cl58,Cl57,Cl56,Cl54,Cl52,Cl52,Cl51,Cl50,Cl49,Cl48,Cl47,Cl47,Cl46,Cl45,Cl44,Cl43,Cl42,Cl41,Cl40,Cl39,Cl38,Cl38,Cl37,Cl36,Cl35,Cl34,Cl33,Cl32,Cl31,Cl30,Cl30,Cl29,Cl28,Cl27,Cl26,Cl25,Cl24,Cl23,Cl22,Cl21,Cl20,Cl19,Cl18,Cl17,Cl16,Cl15,Cl14,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13834,Cl178,Cl175,Cl173,Cl172,Cl172,Cl167,Cl166,Cl162,Cl162,Cl160,Cl159,Cl157,Cl152,Cl150,Cl143,Cl140,Cl137,Cl134,Cl133,Cl129,Cl128,Cl126,Cl121,Cl118,Cl117,Cl117,Cl114,Cl112,Cl107,Cl103,Cl101,Cl99,Cl98,Cl93,Cl89,Cl87,Cl85,Cl83,Cl81,Cl79,Cl76,Cl73,Cl73,Cl72,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13835,Cl179,Cl176,Cl174,Cl173,Cl173,Cl168,Cl167,Cl163,Cl163,Cl161,Cl160,Cl158,Cl153,Cl151,Cl144,Cl141,Cl138,Cl135,Cl134,Cl130,Cl129,Cl127,Cl122,Cl119,Cl118,Cl118,Cl115,Cl113,Cl108,Cl104,Cl102,Cl100,Cl99,Cl94,Cl90,Cl88,Cl86,Cl84,Cl82,Cl80,Cl77,Cl74,Cl74,Cl73,Cl72,Cl70,Cl68,Cl67,Cl66,Cl65,Cl62,Cl62,Cl61,Cl59,Cl59,Cl58,Cl57,Cl55,Cl53,Cl53,Cl52,Cl51,Cl50,Cl49,Cl48,Cl48,Cl47,Cl46,Cl45,Cl44,Cl43,Cl42,Cl41,Cl40,Cl39,Cl39,Cl38,Cl37,Cl36,Cl35,Cl34,Cl33,Cl32,Cl31,Cl31,Cl30,Cl29,Cl28,Cl27,Cl26,Cl25,Cl24,Cl23,Cl22,Cl21,Cl20,Cl19,Cl18,Cl17,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl3,Cl2,Cl2,Cl2,Cl1
573.13836,Cl180,Cl177,Cl175,Cl174,Cl174,Cl169,Cl168,Cl164,Cl164,Cl162,Cl161,Cl159,Cl154,Cl152,Cl145,Cl142,Cl139,Cl136,Cl135,Cl131,Cl130,Cl128,Cl123,Cl120,Cl119,Cl119,Cl116,Cl114,Cl109,Cl105,Cl103,Cl21,Cl21,Cl20,Cl6,Cl6,Cl6,Cl4,Cl4,Cl4,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13838,Cl181,Cl178,Cl176,Cl175,Cl175,Cl170,Cl169,Cl165,Cl165,Cl163,Cl162,Cl160,Cl155,Cl153,Cl146,Cl143,Cl140,Cl137,Cl136,Cl132,Cl131,Cl129,Cl124,Cl121,Cl120,Cl120,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
573.13839,Cl182,Cl179,Cl177,Cl176,Cl176,Cl171,Cl170,Cl166,Cl166,Cl164,Cl163,Cl161,Cl156,Cl154,Cl147,Cl144,Cl141,Cl138,Cl137,Cl133,Cl132,Cl130,Cl125,Cl122,Cl121,Cl121,Cl117,Cl115,Cl110,Cl106,Cl104,Cl91,Cl90,Cl73,Cl70,Cl68,Cl66,Cl64,Cl62,Cl60,Cl57,Cl55,Cl55,Cl54,Cl54,Cl53,Cl52,Cl51,Cl50,Cl49,Cl46,Cl46,Cl45,Cl44,Cl44,Cl43,Cl42,Cl40,Cl38,Cl38,Cl37,Cl37,Cl37,Cl37,Cl37,Cl37,Cl36,Cl36,Cl35,Cl35,Cl34,Cl34,Cl33,Cl32,Cl31,Cl31,Cl30,Cl30,Cl21,Cl21,Cl20,Cl20,Cl19,Cl18,Cl18,Cl18,Cl18,Cl18,Cl17,Cl17,Cl17,Cl16,Cl16,Cl15,Cl14,Cl13,Cl12,Cl11,Cl10,Cl9,Cl9,Cl9,Cl8,Cl7,Cl6,Cl5,Cl4,Cl4,Cl3,Cl3,Cl2,Cl2,Cl2,Cl1,Cl1,Cl1,Cl1
573.13840,Cl183,Cl180,Cl178,Cl177,Cl177,Cl172,Cl171,Cl167,Cl106,Cl105,Cl105,Cl104,Cl102,Cl101,Cl98,Cl96,Cl95,Cl92,Cl91,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl15,Cl14,Cl14,Cl14,Cl13,Cl13,Cl13,Cl12,Cl12,Cl12,Cl12,Cl12,Cl12,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl11,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl7,Cl6,Cl6,Cl5,Cl4,Cl4,Cl4,Cl4,Cl4,Cl3,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1,Cl1
